2019-03-17 11:06:43,722 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:06:44,533 INFO [org.jasig.cas.util.AutowiringSchedulerFactoryBean] - Starting Quartz Scheduler now
2019-03-17 11:06:49,849 INFO [org.jasig.cas.util.AutowiringSchedulerFactoryBean] - Shutting down Quartz Scheduler
2019-03-17 11:07:02,590 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:07:03,380 INFO [org.jasig.cas.util.AutowiringSchedulerFactoryBean] - Starting Quartz Scheduler now
2019-03-17 11:07:22,764 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Beginning ticket cleanup.
2019-03-17 11:07:22,767 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - 0 tickets found to be removed.
2019-03-17 11:07:22,767 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Finished ticket cleanup.
2019-03-17 11:09:02,880 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:09:02,882 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:11:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:11:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:13:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:13:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:15:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:15:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:17:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:17:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:19:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:19:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:21:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:21:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:23:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:23:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:25:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:25:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:27:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:27:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:29:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:29:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:31:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:31:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:33:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:33:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:35:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:35:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:37:02,863 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:37:02,863 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:39:02,863 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:39:02,863 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:41:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:41:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:43:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:43:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:45:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:45:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:47:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:47:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:49:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:49:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:51:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:51:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:53:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:53:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:55:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:55:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:57:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:57:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 11:59:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 11:59:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:01:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:01:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:02:00,957 INFO [org.jasig.cas.web.flow.InitialFlowSetupAction] - Setting path for cookies to: /cas/
2019-03-17 12:02:00,957 INFO [org.jasig.cas.web.flow.InitialFlowSetupAction] - Setting path for cookies to: /cas/
2019-03-17 12:03:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:03:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:05:02,878 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:05:02,878 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:07:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:07:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:09:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:09:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:11:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:11:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:13:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:13:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:15:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:15:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:17:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:17:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:19:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:19:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:21:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:21:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:23:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:23:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:25:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:25:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:27:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:27:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:29:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:29:02,863 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:30:42,742 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Beginning ticket cleanup.
2019-03-17 12:30:42,743 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - 0 tickets found to be removed.
2019-03-17 12:30:42,743 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Finished ticket cleanup.
2019-03-17 12:31:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:31:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:33:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:33:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:35:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:35:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:37:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:37:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:39:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:39:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:41:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:41:02,863 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:43:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:43:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:45:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:45:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:47:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:47:02,863 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:49:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:49:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:51:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:51:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:53:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:53:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:55:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:55:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:57:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:57:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 12:59:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 12:59:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 13:01:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 13:01:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 13:03:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 13:03:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 13:05:02,860 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 13:05:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 13:07:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 13:07:02,863 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 13:09:02,861 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2019-03-17 13:09:02,862 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2019-03-17 13:09:20,244 INFO [org.jasig.cas.authentication.PolicyBasedAuthenticationManager] - AcceptUsersAuthenticationHandler failed authenticating casuser+password
2019-03-17 13:09:20,250 INFO [com.github.inspektr.audit.support.Slf4jLoggingAuditTrailManager] - Audit trail record BEGIN
=============================================================
WHO: audit:unknown
WHAT: supplied credentials: [casuser+password]
ACTION: AUTHENTICATION_FAILED
APPLICATION: CAS
WHEN: Sun Mar 17 13:09:20 CST 2019
CLIENT IP ADDRESS: 0:0:0:0:0:0:0:1
SERVER IP ADDRESS: 0:0:0:0:0:0:0:1
=============================================================


